time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
6.330000,530.200747,948.326152,83.416270,-8.921492,-3.253394,0.886075,5.668098,1114.644064,180.541023,-1.816165,1.117305,6.173910
6.340000,531.024816,948.196769,83.416424,-8.924169,-3.244817,0.830067,5.679352,1116.912933,180.802381,-1.704148,1.117319,6.177534
6.350000,531.848880,948.067349,83.416562,-8.926719,-3.236781,0.777513,5.689938,1119.047544,181.048778,-1.599019,1.117334,6.180917
6.360000,532.672940,947.937893,83.416684,-8.929151,-3.229256,0.728201,5.699895,1121.056110,181.281077,-1.500355,1.117348,6.184077
6.370000,533.496995,947.808403,83.416791,-8.931470,-3.222207,0.681933,5.709263,1122.946338,181.500092,-1.407758,1.117362,6.187029
6.380000,534.321047,947.678880,83.416885,-8.933684,-3.215607,0.638520,5.718077,1124.725464,181.706593,-1.320856,1.117376,6.189789
6.390000,535.145094,947.549325,83.416965,-8.935799,-3.209428,0.597788,5.726371,1126.400277,181.901307,-1.239297,1.117390,6.192370
6.400000,535.969137,947.419741,83.417033,-8.937820,-3.203643,0.559571,5.734177,1127.977153,182.084923,-1.162755,1.117405,6.194786
6.410000,536.793177,947.290128,83.417089,-8.939754,-3.198229,0.523715,5.741525,1129.462073,182.258089,-1.090921,1.117419,6.197048
6.420000,537.617213,947.160488,83.417135,-8.941604,-3.193162,0.490074,5.748443,1130.860654,182.421418,-1.023504,1.117433,6.199166
6.430000,538.441245,947.030822,83.417170,-8.943377,-3.188420,0.458512,5.754957,1132.178167,182.575488,-0.960234,1.117447,6.201151
6.440000,539.265273,946.901130,83.417196,-8.945076,-3.183985,0.428902,5.761091,1133.419558,182.720844,-0.900856,1.117462,6.203012
6.450000,540.089298,946.771415,83.417213,-8.946706,-3.179836,0.401123,5.766870,1134.589473,182.858001,-0.845130,1.117476,6.204757
6.460000,540.913319,946.641677,83.417222,-8.948270,-3.175957,0.375063,5.772314,1135.692269,182.987442,-0.792832,1.117490,6.206395
6.470000,541.737337,946.511917,83.417223,-8.949773,-3.172329,0.350616,5.777443,1136.732038,183.109625,-0.743751,1.117504,6.207932
6.480000,542.561352,946.382135,83.417216,-8.951218,-3.168939,0.327683,5.782278,1137.712620,183.224980,-0.697689,1.117518,6.209375
6.490000,543.385363,946.252333,83.417202,-8.952608,-3.165771,0.306170,5.786837,1138.637620,183.333911,-0.654461,1.117533,6.210731
6.500000,544.209371,946.122512,83.417182,-8.953946,-3.162811,0.285990,5.791135,1139.510421,183.436801,-0.613893,1.117547,6.212006
6.510000,545.033376,945.992672,83.417156,-8.955236,-3.160047,0.267062,5.795188,1140.334199,183.534008,-0.575821,1.117561,6.213204
6.520000,545.857378,945.862813,83.417124,-8.956479,-3.157466,0.249307,5.799013,1141.111934,183.625871,-0.540092,1.117575,6.214331
6.530000,546.681376,945.732938,83.417087,-8.957679,-3.155057,0.232655,5.802622,1141.846425,183.712708,-0.506561,1.117590,6.215392
6.540000,547.505372,945.603045,83.417044,-8.958838,-3.152810,0.217037,5.806028,1142.540297,183.794818,-0.475093,1.117604,6.216390
6.550000,548.329364,945.473136,83.416997,-8.959958,-3.150713,0.202389,5.809245,1143.196016,183.872483,-0.445563,1.117618,6.217331
6.560000,549.153354,945.343211,83.416945,-8.961041,-3.148759,0.188652,5.812282,1143.815895,183.945969,-0.417849,1.117632,6.218217
6.570000,549.977340,945.213271,83.416890,-8.962090,-3.146937,0.175770,5.815152,1144.402107,184.015525,-0.391842,1.117647,6.219052
6.580000,550.801324,945.083316,83.416830,-8.963106,-3.145241,0.163690,5.817865,1144.956690,184.081384,-0.367435,1.117661,6.219840
6.590000,551.625304,944.953346,83.416767,-8.964091,-3.143661,0.152362,5.820429,1145.481557,184.143768,-0.344531,1.117675,6.220583
6.600000,552.449282,944.823363,83.416700,-8.965046,-3.142191,0.141741,5.822855,1145.978505,184.202884,-0.323037,1.117689,6.221284
6.610000,553.273257,944.693367,83.416630,-8.965973,-3.140824,0.131783,5.825149,1146.449219,184.258926,-0.302867,1.117704,6.221947
6.620000,554.097230,944.563357,83.416557,-8.966875,-3.139553,0.122447,5.827321,1146.895283,184.312079,-0.283938,1.117718,6.222573
6.630000,554.921199,944.433335,83.416481,-8.967751,-3.138373,0.113695,5.829377,1147.318182,184.362513,-0.266175,1.117732,6.223164
6.640000,555.745166,944.303301,83.416403,-8.968603,-3.137278,0.105490,5.831325,1147.719311,184.410392,-0.249507,1.117746,6.223724
6.650000,556.569130,944.173254,83.416322,-8.969433,-3.136262,0.097800,5.833171,1148.099978,184.455868,-0.233865,1.117761,6.224253
6.660000,557.393092,944.043196,83.416239,-8.970241,-3.135320,0.090592,5.834921,1148.461412,184.499082,-0.219186,1.117775,6.224754
6.670000,558.217050,943.913127,83.416154,-8.971029,-3.134448,0.083836,5.836581,1148.804767,184.540171,-0.205412,1.117789,6.225229
6.680000,559.041007,943.783046,83.416066,-8.971798,-3.133642,0.077506,5.838156,1149.131126,184.579259,-0.192487,1.117803,6.225678
6.690000,559.864960,943.652955,83.415977,-8.972549,-3.132897,0.071574,5.839652,1149.441504,184.616467,-0.180359,1.117818,6.226105
6.700000,560.688911,943.522853,83.415886,-8.973282,-3.132209,0.066016,5.841072,1149.736856,184.651904,-0.168977,1.117832,6.226510
6.710000,561.512860,943.392741,83.415794,-8.973998,-3.131575,0.060809,5.842423,1150.018079,184.685677,-0.158298,1.117846,6.226894
6.720000,562.336806,943.262619,83.415699,-8.974699,-3.130992,0.055931,5.843707,1150.286011,184.717883,-0.148277,1.117860,6.227259
6.730000,563.160749,943.132487,83.415604,-8.975384,-3.130456,0.051363,5.844928,1150.541444,184.748615,-0.138874,1.117875,6.227605
6.740000,563.984690,943.002346,83.415507,-8.976055,-3.129964,0.047084,5.846091,1150.785117,184.777959,-0.130051,1.117889,6.227935
6.750000,564.808628,942.872195,83.415408,-8.976712,-3.129513,0.043077,5.847199,1151.017728,184.805998,-0.121773,1.117903,6.228249
6.760000,565.632564,942.742034,83.415309,-8.977357,-3.129101,0.039326,5.848255,1151.239928,184.832809,-0.114005,1.117918,6.228547
6.770000,566.456498,942.611865,83.415208,-8.977988,-3.128726,0.035815,5.849262,1151.452331,184.858462,-0.106717,1.117932,6.228832
6.780000,567.280429,942.481687,83.415107,-8.978608,-3.128384,0.032528,5.850223,1151.655512,184.883026,-0.099878,1.117946,6.229104
6.790000,568.104358,942.351501,83.415004,-8.979216,-3.128075,0.029452,5.851141,1151.850013,184.906564,-0.093462,1.117960,6.229362
6.800000,568.928284,942.221306,83.414901,-8.979813,-3.127795,0.026573,5.852018,1152.036340,184.929137,-0.087443,1.117975,6.229610
6.810000,569.752208,942.091102,83.414796,-8.980400,-3.127543,0.023881,5.852857,1152.214970,184.950799,-0.081795,1.117989,6.229846
6.820000,570.576130,941.960890,83.414691,-8.980976,-3.127316,0.021363,5.853659,1152.386350,184.971605,-0.076496,1.118003,6.230072
6.830000,571.400049,941.830671,83.414585,-8.981543,-3.127115,0.019008,5.854428,1152.550900,184.991603,-0.071525,1.118017,6.230288
6.840000,572.223966,941.700443,83.414479,-8.982100,-3.126936,0.016806,5.855164,1152.709015,185.010839,-0.066861,1.118032,6.230495
6.850000,573.047881,941.570207,83.414372,-8.982648,-3.126778,0.014748,5.855870,1152.861065,185.029358,-0.062486,1.118046,6.230693
6.860000,573.871793,941.439964,83.414264,-8.983188,-3.126640,0.012825,5.856548,1153.007397,185.047200,-0.058382,1.118060,6.230883
6.870000,574.695703,941.309714,83.414156,-8.983720,-3.126521,0.011029,5.857198,1153.148339,185.064405,-0.054531,1.118075,6.231065
6.880000,575.519611,941.179456,83.414047,-8.984243,-3.126419,0.009351,5.857824,1153.284196,185.081007,-0.050919,1.118089,6.231240
6.890000,576.343517,941.049190,83.413938,-8.984759,-3.126334,0.007785,5.858425,1153.415256,185.097042,-0.047531,1.118103,6.231408
6.900000,577.167420,940.918918,83.413828,-8.985267,-3.126263,0.006323,5.859004,1153.541791,185.112541,-0.044353,1.118117,6.231570
6.910000,577.991321,940.788638,83.413718,-8.985768,-3.126207,0.004959,5.859561,1153.664054,185.127533,-0.041373,1.118132,6.231726
6.920000,578.815220,940.658351,83.413607,-8.986262,-3.126164,0.003687,5.860098,1153.782283,185.142049,-0.038577,1.118146,6.231876
6.930000,579.639116,940.528058,83.413496,-8.986749,-3.126133,0.002501,5.860616,1153.896703,185.156113,-0.035955,1.118160,6.232021
6.940000,580.463011,940.397757,83.413385,-8.987230,-3.126114,0.001396,5.861117,1154.007523,185.169750,-0.033495,1.118175,6.232160
6.950000,581.286903,940.267450,83.413273,-8.987705,-3.126105,0.000367,5.861600,1154.114942,185.182985,-0.031189,1.118189,6.232295
6.960000,582.110793,940.137137,83.413161,-8.988173,-3.126106,-0.000591,5.862067,1154.219146,185.195838,-0.029026,1.118203,6.232425
6.970000,582.934681,940.006817,83.413049,-8.988635,-3.126116,-0.001482,5.862519,1154.320307,185.208332,-0.026998,1.118217,6.232551
6.980000,583.758567,939.876490,83.412937,-8.989092,-3.126135,-0.002311,5.862956,1154.418592,185.220484,-0.025096,1.118232,6.232672
6.990000,584.582450,939.746157,83.412824,-8.989543,-3.126163,-0.003081,5.863380,1154.514153,185.232313,-0.023312,1.118246,6.232790
7.000000,585.406332,939.615818,83.412711,-8.989988,-3.126197,-0.003796,5.863791,1154.607134,185.243837,-0.021640,1.118260,6.232904
7.010000,586.230211,939.485473,83.412598,-8.990428,-3.126238,-0.004460,5.864190,1154.697673,185.255071,-0.020073,1.118275,6.233015
7.020000,587.054089,939.355121,83.412485,-8.990863,-3.126286,-0.005075,5.864577,1154.785896,185.266031,-0.018603,1.118289,6.233123
7.030000,587.877964,939.224764,83.412372,-8.991293,-3.126340,-0.005645,5.864953,1154.871924,185.276730,-0.017225,1.118303,6.233227
7.040000,588.701837,939.094400,83.412258,-8.991718,-3.126399,-0.006173,5.865319,1154.955869,185.287183,-0.015934,1.118318,6.233328
7.050000,589.525708,938.964031,83.412145,-8.992138,-3.126463,-0.006660,5.865675,1155.037837,185.297401,-0.014724,1.118332,6.233427
7.060000,590.349577,938.833656,83.412031,-8.992553,-3.126532,-0.007111,5.866021,1155.117929,185.307397,-0.013589,1.118346,6.233523
7.070000,591.173443,938.703275,83.411917,-8.992964,-3.126605,-0.007526,5.866359,1155.196237,185.317181,-0.012526,1.118360,6.233616
7.080000,591.997308,938.572888,83.411803,-8.993370,-3.126682,-0.007909,5.866688,1155.272849,185.326764,-0.011530,1.118375,6.233708
7.090000,592.821171,938.442496,83.411689,-8.993772,-3.126763,-0.008261,5.867009,1155.347850,185.336157,-0.010597,1.118389,6.233796
7.100000,593.645032,938.312098,83.411574,-8.994170,-3.126847,-0.008584,5.867322,1155.421315,185.345367,-0.009722,1.118403,6.233883
7.110000,594.468890,938.181695,83.411460,-8.994563,-3.126935,-0.008880,5.867628,1155.493319,185.354403,-0.008903,1.118418,6.233967
7.120000,595.292747,938.051286,83.411345,-8.994952,-3.127025,-0.009151,5.867927,1155.563930,185.363275,-0.008136,1.118432,6.234050
7.130000,596.116602,937.920872,83.411231,-8.995337,-3.127118,-0.009399,5.868219,1155.633213,185.371989,-0.007417,1.118446,6.234131
7.140000,596.940454,937.790452,83.411116,-8.995718,-3.127213,-0.009624,5.868505,1155.701229,185.380553,-0.006744,1.118461,6.234210
7.150000,597.764305,937.660027,83.411002,-8.996095,-3.127310,-0.009829,5.868785,1155.768036,185.388973,-0.006114,1.118475,6.234287
7.160000,598.588153,937.529597,83.410887,-8.996468,-3.127409,-0.010014,5.869059,1155.833687,185.397257,-0.005525,1.118489,6.234362
7.170000,599.412000,937.399162,83.410772,-8.996838,-3.127510,-0.010181,5.869328,1155.898232,185.405409,-0.004973,1.118504,6.234436
7.180000,600.235845,937.268722,83.410657,-8.997204,-3.127613,-0.010331,5.869591,1155.961721,185.413436,-0.004456,1.118518,6.234509
7.190000,601.059687,937.138277,83.410542,-8.997566,-3.127717,-0.010465,5.869849,1156.024197,185.421343,-0.003972,1.118532,6.234580
7.200000,601.883528,937.007826,83.410427,-8.997924,-3.127822,-0.010584,5.870102,1156.085703,185.429135,-0.003520,1.118546,6.234650
7.210000,602.707367,936.877371,83.410312,-8.998279,-3.127928,-0.010689,5.870351,1156.146280,185.436816,-0.003097,1.118561,6.234718
7.220000,603.531204,936.746911,83.410197,-8.998630,-3.128036,-0.010781,5.870595,1156.205963,185.444392,-0.002701,1.118575,6.234785
7.230000,604.355039,936.616446,83.410082,-8.998978,-3.128144,-0.010861,5.870834,1156.264790,185.451866,-0.002332,1.118589,6.234851
7.240000,605.178872,936.485976,83.409967,-8.999323,-3.128253,-0.010930,5.871070,1156.322793,185.459242,-0.001986,1.118604,6.234916
7.250000,606.002703,936.355501,83.409852,-8.999664,-3.128363,-0.010988,5.871301,1156.380003,185.466524,-0.001663,1.118618,6.234980
7.260000,606.826532,936.225022,83.409737,-9.000002,-3.128473,-0.011036,5.871529,1156.436451,185.473716,-0.001361,1.118632,6.235042
7.270000,607.650359,936.094538,83.409622,-9.000336,-3.128583,-0.011075,5.871753,1156.492164,185.480821,-0.001079,1.118647,6.235104
7.280000,608.474185,935.964050,83.409507,-9.000668,-3.128694,-0.011105,5.871974,1156.547169,185.487842,-0.000816,1.118661,6.235164
7.290000,609.298008,935.833557,83.409391,-9.000996,-3.128805,-0.011127,5.872191,1156.601490,185.494781,-0.000570,1.118675,6.235224
7.300000,610.121830,935.703059,83.409276,-9.001321,-3.128917,-0.011142,5.872404,1156.655151,185.501643,-0.000341,1.118690,6.235283
7.310000,610.945650,935.572557,83.409161,-9.001643,-3.129028,-0.011149,5.872615,1156.708174,185.508428,-0.000127,1.118704,6.235340
7.320000,611.769468,935.442051,83.409046,-9.001962,-3.129140,-0.011150,5.872822,1156.760579,185.515141,0.000072,1.118718,6.235397
7.330000,612.593284,935.311540,83.408930,-9.002277,-3.129251,-0.011145,5.873026,1156.812388,185.521782,0.000258,1.118733,6.235453
7.340000,613.417098,935.181024,83.408815,-9.002590,-3.129363,-0.011134,5.873228,1156.863617,185.528355,0.000431,1.118747,6.235508
7.350000,614.240910,935.050505,83.408700,-9.002900,-3.129474,-0.011117,5.873426,1156.914286,185.534862,0.000592,1.118761,6.235563
7.360000,615.064721,934.919981,83.408584,-9.003207,-3.129585,-0.011096,5.873622,1156.964410,185.541303,0.000742,1.118776,6.235616
7.370000,615.888529,934.789453,83.408469,-9.003511,-3.129696,-0.011070,5.873815,1157.014006,185.547683,0.000881,1.118790,6.235669
7.380000,616.712336,934.658921,83.408354,-9.003812,-3.129806,-0.011040,5.874006,1157.063088,185.554001,0.001011,1.118804,6.235722
7.390000,617.536141,934.528385,83.408238,-9.004110,-3.129917,-0.011006,5.874194,1157.111670,185.560260,0.001131,1.118818,6.235773
7.400000,618.359944,934.397844,83.408123,-9.004405,-3.130026,-0.010968,5.874379,1157.159766,185.566461,0.001243,1.118833,6.235824
7.410000,619.183746,934.267300,83.408007,-9.004698,-3.130136,-0.010927,5.874562,1157.207389,185.572606,0.001346,1.118847,6.235874
7.420000,620.007545,934.136752,83.407892,-9.004988,-3.130245,-0.010882,5.874743,1157.254550,185.578696,0.001442,1.118861,6.235923
7.430000,620.831343,934.006199,83.407776,-9.005275,-3.130354,-0.010835,5.874921,1157.301260,185.584733,0.001531,1.118876,6.235972
7.440000,621.655139,933.875643,83.407661,-9.005559,-3.130462,-0.010785,5.875098,1157.347532,185.590717,0.001613,1.118890,6.236021
7.450000,622.478933,933.745083,83.407545,-9.005841,-3.130569,-0.010733,5.875272,1157.393374,185.596651,0.001689,1.118904,6.236068
7.460000,623.302726,933.614519,83.407430,-9.006120,-3.130676,-0.010678,5.875444,1157.438796,185.602535,0.001759,1.118919,6.236115
7.470000,624.126516,933.483951,83.407314,-9.006397,-3.130783,-0.010621,5.875614,1157.483809,185.608371,0.001823,1.118933,6.236162
7.480000,624.950305,933.353379,83.407199,-9.006670,-3.130889,-0.010562,5.875782,1157.528420,185.614158,0.001882,1.118947,6.236208
7.490000,625.774092,933.222804,83.407083,-9.006941,-3.130994,-0.010501,5.875947,1157.572639,185.619899,0.001937,1.118962,6.236253
7.500000,626.597877,933.092225,83.406967,-9.007210,-3.131099,-0.010438,5.876111,1157.616472,185.625595,0.001987,1.118976,6.236298
7.510000,627.421661,932.961642,83.406852,-9.007476,-3.131203,-0.010374,5.876273,1157.659927,185.631245,0.002032,1.118990,6.236342
7.520000,628.245443,932.831056,83.406736,-9.007740,-3.131306,-0.010309,5.876434,1157.703013,185.636852,0.002074,1.119005,6.236386
7.530000,629.069223,932.700466,83.406620,-9.008001,-3.131409,-0.010242,5.876592,1157.745735,185.642415,0.002112,1.119019,6.236429
7.540000,629.893001,932.569872,83.406505,-9.008259,-3.131511,-0.010175,5.876748,1157.788100,185.647936,0.002147,1.119033,6.236472
7.550000,630.716778,932.439275,83.406389,-9.008515,-3.131612,-0.010106,5.876903,1157.830115,185.653416,0.002178,1.119048,6.236514
7.560000,631.540553,932.308675,83.406273,-9.008769,-3.131713,-0.010036,5.877056,1157.871785,185.658854,0.002206,1.119062,6.236556
7.570000,632.364326,932.178071,83.406157,-9.009020,-3.131813,-0.009965,5.877207,1157.913117,185.664253,0.002231,1.119076,6.236597
7.580000,633.188098,932.047463,83.406042,-9.009269,-3.131912,-0.009894,5.877357,1157.954115,185.669611,0.002254,1.119091,6.236638
7.590000,634.011867,931.916852,83.405926,-9.009516,-3.132011,-0.009822,5.877505,1157.994786,185.674931,0.002274,1.119105,6.236678
7.600000,634.835635,931.786238,83.405810,-9.009760,-3.132109,-0.009749,5.877651,1158.035133,185.680213,0.002292,1.119119,6.236718
7.610000,635.659402,931.655621,83.405694,-9.010001,-3.132206,-0.009676,5.877795,1158.075162,185.685456,0.002308,1.119134,6.236757
7.620000,636.483167,931.525000,83.405578,-9.010241,-3.132302,-0.009602,5.877938,1158.114877,185.690663,0.002321,1.119148,6.236797
7.630000,637.306929,931.394376,83.405462,-9.010478,-3.132398,-0.009528,5.878080,1158.154284,185.695832,0.002333,1.119162,6.236835
7.640000,638.130691,931.263749,83.405346,-9.010713,-3.132493,-0.009454,5.878220,1158.193385,185.700966,0.002343,1.119177,6.236873
7.650000,638.954450,931.133119,83.405230,-9.010945,-3.132587,-0.009379,5.878358,1158.232186,185.706064,0.002351,1.119191,6.236911
7.660000,639.778208,931.002485,83.405114,-9.011175,-3.132681,-0.009304,5.878495,1158.270690,185.711126,0.002358,1.119205,6.236948
7.670000,640.601965,930.871849,83.404998,-9.011404,-3.132773,-0.009229,5.878630,1158.308902,185.716154,0.002363,1.119220,6.236985
7.680000,641.425719,930.741209,83.404882,-9.011629,-3.132865,-0.009154,5.878764,1158.346824,185.721147,0.002367,1.119234,6.237022
7.690000,642.249472,930.610567,83.404766,-9.011853,-3.132956,-0.009078,5.878897,1158.384460,185.726106,0.002369,1.119248,6.237058
7.700000,643.073224,930.479921,83.404650,-9.012074,-3.133047,-0.009003,5.879028,1158.421814,185.731032,0.002371,1.119263,6.237094
7.710000,643.896973,930.349272,83.404533,-9.012294,-3.133136,-0.008927,5.879157,1158.458889,185.735925,0.002371,1.119277,6.237129
7.720000,644.720721,930.218620,83.404417,-9.012511,-3.133225,-0.008852,5.879286,1158.495689,185.740785,0.002370,1.119291,6.237164
7.730000,645.544468,930.087966,83.404301,-9.012726,-3.133313,-0.008777,5.879412,1158.532215,185.745612,0.002369,1.119306,6.237198
7.740000,646.368212,929.957308,83.404185,-9.012939,-3.133401,-0.008701,5.879538,1158.568473,185.750408,0.002366,1.119320,6.237232
7.750000,647.191955,929.826648,83.404068,-9.013149,-3.133487,-0.008626,5.879662,1158.604463,185.755171,0.002362,1.119334,6.237266
7.760000,648.015697,929.695985,83.403952,-9.013358,-3.133573,-0.008551,5.879785,1158.640189,185.759904,0.002358,1.119349,6.237300
7.770000,648.839437,929.565319,83.403835,-9.013565,-3.133658,-0.008476,5.879906,1158.675655,185.764605,0.002353,1.119363,6.237333
7.780000,649.663175,929.434650,83.403719,-9.013769,-3.133743,-0.008401,5.880026,1158.710862,185.769275,0.002348,1.119377,6.237365
7.790000,650.486912,929.303979,83.403602,-9.013972,-3.133826,-0.008326,5.880145,1158.745813,185.773915,0.002341,1.119392,6.237398
7.800000,651.310647,929.173305,83.403486,-9.014172,-3.133909,-0.008252,5.880263,1158.780511,185.778525,0.002335,1.119406,6.237430
7.810000,652.134380,929.042628,83.403369,-9.014370,-3.133991,-0.008178,5.880379,1158.814957,185.783105,0.002327,1.119421,6.237461
7.820000,652.958112,928.911948,83.403252,-9.014567,-3.134073,-0.008104,5.880494,1158.849156,185.787656,0.002319,1.119435,6.237493
7.830000,653.781842,928.781266,83.403136,-9.014761,-3.134154,-0.008030,5.880608,1158.883108,185.792177,0.002311,1.119449,6.237524
7.840000,654.605571,928.650581,83.403019,-9.014954,-3.134233,-0.007957,5.880720,1158.916816,185.796669,0.002302,1.119464,6.237554
7.850000,655.429298,928.519894,83.402902,-9.015144,-3.134313,-0.007884,5.880832,1158.950283,185.801132,0.002293,1.119478,6.237585
7.860000,656.253023,928.389204,83.402785,-9.015333,-3.134391,-0.007811,5.880942,1158.983511,185.805567,0.002284,1.119492,6.237615
7.870000,657.076747,928.258512,83.402668,-9.015519,-3.134469,-0.007738,5.881050,1159.016501,185.809974,0.002274,1.119507,6.237644
7.880000,657.900469,928.127817,83.402551,-9.015704,-3.134546,-0.007666,5.881158,1159.049255,185.814353,0.002264,1.119521,6.237673
7.890000,658.724190,927.997119,83.402434,-9.015887,-3.134622,-0.007594,5.881265,1159.081777,185.818704,0.002253,1.119535,6.237702
7.900000,659.547909,927.866420,83.402317,-9.016068,-3.134698,-0.007522,5.881370,1159.114068,185.823027,0.002243,1.119550,6.237731
7.910000,660.371627,927.735717,83.402200,-9.016247,-3.134773,-0.007451,5.881474,1159.146129,185.827323,0.002232,1.119564,6.237759
7.920000,661.195343,927.605013,83.402083,-9.016424,-3.134847,-0.007380,5.881577,1159.177963,185.831592,0.002221,1.119578,6.237787
7.930000,662.019057,927.474306,83.401966,-9.016599,-3.134920,-0.007310,5.881679,1159.209572,185.835834,0.002209,1.119593,6.237815
7.940000,662.842770,927.343597,83.401848,-9.016773,-3.134993,-0.007240,5.881780,1159.240957,185.840050,0.002198,1.119607,6.237842
7.950000,663.666481,927.212885,83.401731,-9.016945,-3.135065,-0.007170,5.881880,1159.272120,185.844239,0.002186,1.119621,6.237870
7.960000,664.490191,927.082171,83.401614,-9.017114,-3.135136,-0.007101,5.881978,1159.303064,185.848402,0.002175,1.119636,6.237896
7.970000,665.313899,926.951455,83.401496,-9.017283,-3.135207,-0.007032,5.882075,1159.333789,185.852539,0.002163,1.119650,6.237923
7.980000,666.137606,926.820737,83.401379,-9.017449,-3.135277,-0.006963,5.882172,1159.364298,185.856650,0.002151,1.119664,6.237949
7.990000,666.961311,926.690017,83.401261,-9.017613,-3.135346,-0.006895,5.882267,1159.394593,185.860735,0.002138,1.119679,6.237975
8.000000,667.785015,926.559294,83.401143,-9.017776,-3.135415,-0.006827,5.882361,1159.424674,185.864795,0.002126,1.119693,6.238000
8.010000,668.608717,926.428569,83.401025,-9.017937,-3.135483,-0.006759,5.882454,1159.454544,185.868830,0.002114,1.119707,6.238026
8.020000,669.432417,926.297842,83.400908,-9.018096,-3.135550,-0.006692,5.882546,1159.484204,185.872840,0.002102,1.119722,6.238051
8.030000,670.256116,926.167113,83.400790,-9.018254,-3.135617,-0.006625,5.882637,1159.513656,185.876825,0.002089,1.119736,6.238075
8.040000,671.079814,926.036382,83.400672,-9.018410,-3.135683,-0.006559,5.882727,1159.542902,185.880786,0.002077,1.119751,6.238100
8.050000,671.903510,925.905649,83.400554,-9.018564,-3.135748,-0.006493,5.882816,1159.571942,185.884722,0.002064,1.119765,6.238124
8.060000,672.727204,925.774914,83.400436,-9.018716,-3.135813,-0.006428,5.882904,1159.600779,185.888634,0.002051,1.119779,6.238148
8.070000,673.550897,925.644177,83.400318,-9.018867,-3.135876,-0.006363,5.882991,1159.629415,185.892521,0.002039,1.119794,6.238171
8.080000,674.374589,925.513438,83.400200,-9.019016,-3.135940,-0.006298,5.883077,1159.657850,185.896385,0.002026,1.119808,6.238195
8.090000,675.198279,925.382697,83.400081,-9.019164,-3.136002,-0.006234,5.883161,1159.686086,185.900225,0.002014,1.119822,6.238218
8.100000,676.021967,925.251954,83.399963,-9.019310,-3.136064,-0.006170,5.883245,1159.714124,185.904042,0.002001,1.119837,6.238241
8.110000,676.845654,925.121209,83.399844,-9.019454,-3.136126,-0.006106,5.883328,1159.741967,185.907835,0.001988,1.119851,6.238263
8.120000,677.669340,924.990463,83.399726,-9.019597,-3.136187,-0.006043,5.883410,1159.769615,185.911605,0.001976,1.119865,6.238285
8.130000,678.493024,924.859714,83.399607,-9.019738,-3.136247,-0.005981,5.883491,1159.797070,185.915352,0.001963,1.119880,6.238307
8.140000,679.316706,924.728964,83.399489,-9.019877,-3.136306,-0.005918,5.883571,1159.824333,185.919076,0.001951,1.119894,6.238329
8.150000,680.140387,924.598211,83.399370,-9.020015,-3.136365,-0.005856,5.883650,1159.851406,185.922777,0.001938,1.119908,6.238350
8.160000,680.964066,924.467457,83.399251,-9.020151,-3.136423,-0.005795,5.883728,1159.878290,185.926455,0.001925,1.119923,6.238371
8.170000,681.787744,924.336702,83.399132,-9.020286,-3.136481,-0.005734,5.883805,1159.904987,185.930112,0.001913,1.119937,6.238392
8.180000,682.611421,924.205944,83.399013,-9.020419,-3.136538,-0.005673,5.883881,1159.931497,185.933746,0.001900,1.119952,6.238413
8.190000,683.435096,924.075185,83.398894,-9.020551,-3.136594,-0.005613,5.883956,1159.957822,185.937358,0.001888,1.119966,6.238433
8.200000,684.258770,923.944424,83.398775,-9.020681,-3.136650,-0.005553,5.884031,1159.983964,185.940948,0.001875,1.119980,6.238454
8.210000,685.082442,923.813661,83.398656,-9.020809,-3.136705,-0.005493,5.884104,1160.009923,185.944516,0.001863,1.119995,6.238473
8.220000,685.906112,923.682897,83.398537,-9.020936,-3.136760,-0.005434,5.884176,1160.035702,185.948063,0.001851,1.120009,6.238493
8.230000,686.729782,923.552131,83.398418,-9.021062,-3.136814,-0.005376,5.884248,1160.061301,185.951588,0.001838,1.120023,6.238512
8.240000,687.553449,923.421364,83.398298,-9.021186,-3.136868,-0.005317,5.884318,1160.086721,185.955092,0.001826,1.120038,6.238532
8.250000,688.377115,923.290595,83.398179,-9.021309,-3.136921,-0.005259,5.884388,1160.111964,185.958575,0.001814,1.120052,6.238551
8.260000,689.200780,923.159824,83.398059,-9.021430,-3.136973,-0.005202,5.884457,1160.137032,185.962036,0.001802,1.120066,6.238569
8.270000,690.024444,923.029052,83.397939,-9.021550,-3.137025,-0.005145,5.884525,1160.161924,185.965477,0.001790,1.120081,6.238588
8.280000,690.848105,922.898278,83.397820,-9.021668,-3.137076,-0.005088,5.884592,1160.186643,185.968897,0.001777,1.120095,6.238606
8.290000,691.671766,922.767503,83.397700,-9.021785,-3.137126,-0.005031,5.884658,1160.211190,185.972297,0.001765,1.120109,6.238624
8.300000,692.495425,922.636727,83.397580,-9.021900,-3.137176,-0.004975,5.884724,1160.235566,185.975676,0.001753,1.120124,6.238641
8.310000,693.319082,922.505948,83.397460,-9.022014,-3.137226,-0.004920,5.884788,1160.259772,185.979034,0.001742,1.120138,6.238659
8.320000,694.142738,922.375169,83.397340,-9.022127,-3.137275,-0.004865,5.884852,1160.283810,185.982373,0.001730,1.120153,6.238676
