time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
2.060000,175.151881,990.431799,84.552820,-5.175289,-0.412574,-0.471710,4.762715,959.277729,165.594797,0.096128,1.112697,5.792922
2.070000,175.993930,990.355444,84.547871,-5.187263,-0.417276,-0.468661,4.769987,960.633447,165.717690,0.095472,1.112706,5.796807
2.080000,176.835913,990.278918,84.542933,-5.199160,-0.421947,-0.465632,4.777212,961.979766,165.839907,0.094820,1.112714,5.800653
2.090000,177.677832,990.202222,84.538005,-5.210980,-0.426589,-0.462624,4.784391,963.316752,165.961451,0.094174,1.112722,5.804461
2.100000,178.519686,990.125357,84.533086,-5.222725,-0.431200,-0.459637,4.791525,964.644470,166.082323,0.093531,1.112731,5.808231
2.110000,179.361475,990.048325,84.528178,-5.234394,-0.435782,-0.456670,4.798613,965.962985,166.202525,0.092893,1.112739,5.811963
2.120000,180.203199,989.971127,84.523279,-5.245989,-0.440333,-0.453723,4.805656,967.272361,166.322061,0.092260,1.112748,5.815659
2.130000,181.044859,989.893763,84.518390,-5.257510,-0.444856,-0.450796,4.812653,968.572663,166.440931,0.091631,1.112756,5.819318
2.140000,181.886456,989.816235,84.513511,-5.268956,-0.449349,-0.447889,4.819607,969.863954,166.559138,0.091006,1.112765,5.822941
2.150000,182.727988,989.738544,84.508641,-5.280330,-0.453814,-0.445003,4.826516,971.146297,166.676684,0.090385,1.112773,5.826528
2.160000,183.569456,989.660691,84.503781,-5.291630,-0.458250,-0.442135,4.833381,972.419756,166.793572,0.089769,1.112782,5.830079
2.170000,184.410861,989.582677,84.498931,-5.302859,-0.462657,-0.439288,4.840202,973.684391,166.909803,0.089157,1.112790,5.833596
2.180000,185.252202,989.504503,84.494090,-5.314015,-0.467035,-0.436459,4.846980,974.940266,167.025381,0.088549,1.112799,5.837079
2.190000,186.093479,989.426171,84.489258,-5.325101,-0.471386,-0.433650,4.853715,976.187440,167.140306,0.087945,1.112807,5.840527
2.200000,186.934694,989.347680,84.484435,-5.336115,-0.475708,-0.430861,4.860407,977.425977,167.254582,0.087345,1.112816,5.843941
2.210000,187.775846,989.269033,84.479622,-5.347059,-0.480003,-0.428090,4.867056,978.655935,167.368211,0.086750,1.112824,5.847323
2.220000,188.616934,989.190230,84.474818,-5.357934,-0.484270,-0.425338,4.873663,979.877375,167.481195,0.086158,1.112833,5.850671
2.230000,189.457960,989.111272,84.470023,-5.368739,-0.488510,-0.422605,4.880229,981.090356,167.593537,0.085571,1.112842,5.853987
2.240000,190.298924,989.032161,84.465237,-5.379475,-0.492723,-0.419890,4.886753,982.294938,167.705238,0.084988,1.112850,5.857270
2.250000,191.139825,988.952898,84.460460,-5.390143,-0.496908,-0.417194,4.893235,983.491180,167.816301,0.084408,1.112859,5.860522
2.260000,191.980663,988.873482,84.455692,-5.400743,-0.501066,-0.414517,4.899676,984.679140,167.926729,0.083833,1.112868,5.863743
2.270000,192.821440,988.793917,84.450932,-5.411275,-0.505198,-0.411857,4.906077,985.858875,168.036524,0.083262,1.112876,5.866932
2.280000,193.662155,988.714201,84.446182,-5.421740,-0.509304,-0.409216,4.912437,987.030444,168.145688,0.082694,1.112885,5.870091
2.290000,194.502808,988.634337,84.441440,-5.432139,-0.513383,-0.406593,4.918756,988.193904,168.254224,0.082130,1.112894,5.873219
2.300000,195.343399,988.554326,84.436707,-5.442471,-0.517436,-0.403987,4.925036,989.349311,168.362134,0.081571,1.112903,5.876317
2.310000,196.183929,988.474167,84.431982,-5.452738,-0.521463,-0.401400,4.931276,990.496722,168.469420,0.081015,1.112911,5.879386
2.320000,197.024398,988.393864,84.427266,-5.462940,-0.525464,-0.398830,4.937476,991.636192,168.576085,0.080463,1.112920,5.882425
2.330000,197.864805,988.313415,84.422558,-5.473077,-0.529439,-0.396277,4.943638,992.767777,168.682132,0.079914,1.112929,5.885435
2.340000,198.705151,988.232823,84.417859,-5.483150,-0.533389,-0.393742,4.949760,993.891533,168.787562,0.079370,1.112938,5.888417
2.350000,199.545437,988.152088,84.413168,-5.493158,-0.537314,-0.391224,4.955844,995.007514,168.892379,0.078829,1.112946,5.891370
2.360000,200.385662,988.071211,84.408485,-5.503104,-0.541214,-0.388724,4.961890,996.115775,168.996585,0.078292,1.112955,5.894295
2.370000,201.225826,987.990193,84.403811,-5.512986,-0.545089,-0.386240,4.967897,997.216369,169.100181,0.077758,1.112964,5.897193
2.380000,202.065930,987.909035,84.399145,-5.522805,-0.548939,-0.383774,4.973867,998.309350,169.203172,0.077229,1.112973,5.900063
2.390000,202.905973,987.827739,84.394487,-5.532563,-0.552764,-0.381324,4.979799,999.394771,169.305558,0.076702,1.112982,5.902906
2.400000,203.745957,987.746304,84.389837,-5.542259,-0.556565,-0.378890,4.985693,1000.472686,169.407343,0.076180,1.112991,5.905722
2.410000,204.585880,987.664732,84.385195,-5.551893,-0.560342,-0.376474,4.991551,1001.543146,169.508530,0.075661,1.113000,5.908512
2.420000,205.425743,987.583023,84.380560,-5.561466,-0.564095,-0.374074,4.997372,1002.606203,169.609120,0.075145,1.113009,5.911275
2.430000,206.265547,987.501180,84.375934,-5.570979,-0.567824,-0.371690,5.003156,1003.661911,169.709116,0.074633,1.113018,5.914013
2.440000,207.105292,987.419201,84.371316,-5.580432,-0.571529,-0.369322,5.008904,1004.710319,169.808520,0.074125,1.113027,5.916725
2.450000,207.944976,987.337090,84.366705,-5.589825,-0.575210,-0.366971,5.014615,1005.751479,169.907336,0.073620,1.113036,5.919412
2.460000,208.784602,987.254845,84.362103,-5.599159,-0.578868,-0.364636,5.020291,1006.785441,170.005566,0.073119,1.113045,5.922073
2.470000,209.624168,987.172468,84.357507,-5.608434,-0.582503,-0.362316,5.025932,1007.812256,170.103212,0.072620,1.113054,5.924710
2.480000,210.463676,987.089961,84.352920,-5.617651,-0.586114,-0.360012,5.031537,1008.831974,170.200276,0.072126,1.113063,5.927323
2.490000,211.303124,987.007323,84.348340,-5.626810,-0.589703,-0.357724,5.037107,1009.844645,170.296762,0.071635,1.113072,5.929911
2.500000,212.142514,986.924557,84.343768,-5.635911,-0.593269,-0.355452,5.042642,1010.850316,170.392672,0.071147,1.113081,5.932475
2.510000,212.981845,986.841661,84.339203,-5.644954,-0.596812,-0.353195,5.048142,1011.849038,170.488007,0.070662,1.113090,5.935016
2.520000,213.821118,986.758639,84.334645,-5.653941,-0.600333,-0.350953,5.053608,1012.840859,170.582772,0.070181,1.113099,5.937533
2.530000,214.660333,986.675489,84.330095,-5.662871,-0.603831,-0.348727,5.059040,1013.825828,170.676968,0.069703,1.113108,5.940027
2.540000,215.499489,986.592214,84.325553,-5.671745,-0.607307,-0.346516,5.064438,1014.803991,170.770598,0.069228,1.113117,5.942498
2.550000,216.338587,986.508813,84.321017,-5.680563,-0.610762,-0.344320,5.069802,1015.775396,170.863665,0.068757,1.113126,5.944947
2.560000,217.177628,986.425288,84.316489,-5.689326,-0.614194,-0.342139,5.075133,1016.740091,170.956170,0.068289,1.113135,5.947373
2.570000,218.016611,986.341640,84.311968,-5.698034,-0.617604,-0.339972,5.080430,1017.698123,171.048118,0.067823,1.113144,5.949777
2.580000,218.855536,986.257869,84.307454,-5.706688,-0.620993,-0.337821,5.085694,1018.649538,171.139509,0.067362,1.113154,5.952159
2.590000,219.694403,986.173977,84.302947,-5.715287,-0.624361,-0.335684,5.090926,1019.594382,171.230347,0.066903,1.113163,5.954519
2.600000,220.533213,986.089963,84.298448,-5.723832,-0.627707,-0.333562,5.096125,1020.532701,171.320634,0.066447,1.113172,5.956858
2.610000,221.371966,986.005829,84.293955,-5.732324,-0.631032,-0.331454,5.101292,1021.464540,171.410372,0.065995,1.113181,5.959176
2.620000,222.210662,985.921576,84.289469,-5.740763,-0.634336,-0.329360,5.106427,1022.389945,171.499565,0.065546,1.113190,5.961473
2.630000,223.049301,985.837204,84.284990,-5.749149,-0.637619,-0.327281,5.111529,1023.308961,171.588215,0.065099,1.113199,5.963749
2.640000,223.887883,985.752714,84.280519,-5.757482,-0.640882,-0.325216,5.116600,1024.221633,171.676324,0.064656,1.113209,5.966004
2.650000,224.726408,985.668107,84.276053,-5.765764,-0.644124,-0.323165,5.121640,1025.128004,171.763895,0.064216,1.113218,5.968239
2.660000,225.564877,985.583384,84.271595,-5.773994,-0.647345,-0.321128,5.126648,1026.028118,171.850931,0.063779,1.113227,5.970454
2.670000,226.403289,985.498545,84.267143,-5.782172,-0.650546,-0.319105,5.131626,1026.922019,171.937433,0.063345,1.113237,5.972649
2.680000,227.241645,985.413591,84.262699,-5.790299,-0.653727,-0.317095,5.136572,1027.809751,172.023405,0.062914,1.113246,5.974825
2.690000,228.079944,985.328523,84.258260,-5.798376,-0.656888,-0.315099,5.141488,1028.691356,172.108849,0.062485,1.113255,5.976981
2.700000,228.918188,985.243342,84.253829,-5.806403,-0.660029,-0.313117,5.146373,1029.566878,172.193768,0.062060,1.113264,5.979118
2.710000,229.756376,985.158049,84.249404,-5.814379,-0.663151,-0.311148,5.151228,1030.436358,172.278164,0.061638,1.113274,5.981236
2.720000,230.594507,985.072643,84.244985,-5.822306,-0.666252,-0.309193,5.156053,1031.299839,172.362039,0.061218,1.113283,5.983335
2.730000,231.432583,984.987127,84.240573,-5.830183,-0.669335,-0.307251,5.160849,1032.157362,172.445396,0.060801,1.113292,5.985416
2.740000,232.270604,984.901500,84.236167,-5.838012,-0.672398,-0.305322,5.165615,1033.008970,172.528238,0.060388,1.113302,5.987478
2.750000,233.108569,984.815763,84.231768,-5.845792,-0.675441,-0.303407,5.170351,1033.854703,172.610568,0.059977,1.113311,5.989521
2.760000,233.946479,984.729917,84.227375,-5.853524,-0.678466,-0.301504,5.175058,1034.694602,172.692387,0.059569,1.113321,5.991547
2.770000,234.784333,984.643964,84.222989,-5.861208,-0.681471,-0.299614,5.179736,1035.528708,172.773698,0.059163,1.113330,5.993555
2.780000,235.622132,984.557902,84.218609,-5.868844,-0.684458,-0.297738,5.184386,1036.357062,172.854504,0.058761,1.113339,5.995546
2.790000,236.459877,984.471734,84.214235,-5.876432,-0.687426,-0.295874,5.189006,1037.179703,172.934807,0.058361,1.113349,5.997519
2.800000,237.297566,984.385460,84.209867,-5.883974,-0.690376,-0.294022,5.193599,1037.996671,173.014609,0.057964,1.113358,5.999474
2.810000,238.135201,984.299080,84.205505,-5.891469,-0.693307,-0.292183,5.198163,1038.808006,173.093915,0.057569,1.113368,6.001413
2.820000,238.972781,984.212595,84.201150,-5.898918,-0.696219,-0.290357,5.202699,1039.613747,173.172724,0.057178,1.113377,6.003334
2.830000,239.810307,984.126007,84.196801,-5.906321,-0.699114,-0.288543,5.207207,1040.413933,173.251041,0.056789,1.113387,6.005239
2.840000,240.647778,984.039315,84.192457,-5.913678,-0.701990,-0.286742,5.211688,1041.208602,173.328868,0.056402,1.113396,6.007127
2.850000,241.485195,983.952520,84.188120,-5.920990,-0.704849,-0.284953,5.216141,1041.997794,173.406207,0.056019,1.113406,6.008999
2.860000,242.322558,983.865623,84.183789,-5.928256,-0.707689,-0.283176,5.220567,1042.781546,173.483060,0.055638,1.113415,6.010855
2.870000,243.159866,983.778625,84.179463,-5.935478,-0.710512,-0.281411,5.224966,1043.559896,173.559430,0.055259,1.113425,6.012695
2.880000,243.997121,983.691526,84.175144,-5.942655,-0.713318,-0.279658,5.229337,1044.332882,173.635320,0.054883,1.113434,6.014519
2.890000,244.834322,983.604327,84.170830,-5.949788,-0.716105,-0.277917,5.233683,1045.100541,173.710733,0.054510,1.113444,6.016327
2.900000,245.671469,983.517029,84.166523,-5.956877,-0.718876,-0.276187,5.238001,1045.862910,173.785669,0.054139,1.113453,6.018119
2.910000,246.508563,983.429631,84.162221,-5.963923,-0.721629,-0.274470,5.242294,1046.620026,173.860133,0.053771,1.113463,6.019897
2.920000,247.345603,983.342136,84.157925,-5.970925,-0.724365,-0.272764,5.246560,1047.371926,173.934125,0.053405,1.113472,6.021659
2.930000,248.182590,983.254543,84.153634,-5.977884,-0.727084,-0.271070,5.250800,1048.118646,174.007650,0.053042,1.113482,6.023406
2.940000,249.019524,983.166853,84.149350,-5.984801,-0.729787,-0.269387,5.255014,1048.860221,174.080709,0.052681,1.113491,6.025138
2.950000,249.856404,983.079067,84.145071,-5.991675,-0.732472,-0.267716,5.259203,1049.596689,174.153304,0.052323,1.113501,6.026855
2.960000,250.693232,982.991186,84.140797,-5.998507,-0.735141,-0.266056,5.263366,1050.328084,174.225439,0.051967,1.113511,6.028558
2.970000,251.530006,982.903209,84.136529,-6.005297,-0.737793,-0.264408,5.267504,1051.054442,174.297115,0.051614,1.113520,6.030246
2.980000,252.366728,982.815138,84.132267,-6.012046,-0.740429,-0.262771,5.271616,1051.775797,174.368335,0.051263,1.113530,6.031920
2.990000,253.203397,982.726973,84.128010,-6.018753,-0.743049,-0.261144,5.275704,1052.492185,174.439101,0.050915,1.113539,6.033580
3.000000,254.040013,982.638715,84.123759,-6.025419,-0.745652,-0.259529,5.279767,1053.203640,174.509416,0.050568,1.113549,6.035225
3.010000,254.876577,982.550364,84.119514,-6.032045,-0.748240,-0.257925,5.283805,1053.910196,174.579282,0.050225,1.113559,6.036857
3.020000,255.713089,982.461922,84.115273,-6.038630,-0.750811,-0.256332,5.287819,1054.611888,174.648701,0.049883,1.113568,6.038475
3.030000,256.549548,982.373388,84.111038,-6.045175,-0.753366,-0.254749,5.291809,1055.308750,174.717676,0.049544,1.113578,6.040080
3.040000,257.385955,982.284763,84.106809,-6.051680,-0.755906,-0.253178,5.295774,1056.000814,174.786210,0.049207,1.113588,6.041671
3.050000,258.222310,982.196048,84.102585,-6.058145,-0.758430,-0.251617,5.299716,1056.688114,174.854304,0.048873,1.113598,6.043249
3.060000,259.058613,982.107243,84.098366,-6.064572,-0.760938,-0.250066,5.303633,1057.370685,174.921960,0.048541,1.113607,6.044814
3.070000,259.894864,982.018350,84.094152,-6.070959,-0.763431,-0.248527,5.307527,1058.048557,174.989183,0.048211,1.113617,6.046366
3.080000,260.731063,981.929367,84.089944,-6.077307,-0.765909,-0.246997,5.311398,1058.721765,175.055972,0.047883,1.113627,6.047904
3.090000,261.567211,981.840297,84.085741,-6.083616,-0.768371,-0.245478,5.315245,1059.390340,175.122332,0.047558,1.113636,6.049430
3.100000,262.403307,981.751140,84.081543,-6.089888,-0.770818,-0.243969,5.319069,1060.054314,175.188264,0.047234,1.113646,6.050944
3.110000,263.239352,981.661896,84.077350,-6.096121,-0.773251,-0.242471,5.322870,1060.713721,175.253770,0.046914,1.113656,6.052445
3.120000,264.075345,981.572565,84.073163,-6.102317,-0.775668,-0.240983,5.326649,1061.368591,175.318853,0.046595,1.113666,6.053933
3.130000,264.911288,981.483149,84.068980,-6.108475,-0.778070,-0.239505,5.330404,1062.018956,175.383516,0.046278,1.113675,6.055409
3.140000,265.747178,981.393648,84.064803,-6.114595,-0.780458,-0.238037,5.334137,1062.664847,175.447760,0.045964,1.113685,6.056873
3.150000,266.583018,981.304062,84.060631,-6.120679,-0.782831,-0.236579,5.337848,1063.306296,175.511587,0.045651,1.113695,6.058325
3.160000,267.418807,981.214392,84.056463,-6.126726,-0.785190,-0.235130,5.341536,1063.943333,175.575001,0.045341,1.113705,6.059765
3.170000,268.254546,981.124639,84.052301,-6.132736,-0.787534,-0.233692,5.345203,1064.575989,175.638003,0.045033,1.113715,6.061194
3.180000,269.090233,981.034803,84.048144,-6.138711,-0.789863,-0.232263,5.348847,1065.204294,175.700596,0.044727,1.113724,6.062611
3.190000,269.925870,980.944884,84.043991,-6.144649,-0.792179,-0.230845,5.352470,1065.828280,175.762781,0.044424,1.113734,6.064016
3.200000,270.761456,980.854883,84.039844,-6.150551,-0.794480,-0.229435,5.356071,1066.447975,175.824562,0.044122,1.113744,6.065410
3.210000,271.596992,980.764801,84.035701,-6.156418,-0.796768,-0.228036,5.359650,1067.063409,175.885939,0.043822,1.113754,6.066792
3.220000,272.432477,980.674639,84.031563,-6.162250,-0.799041,-0.226646,5.363209,1067.674613,175.946917,0.043525,1.113764,6.068163
3.230000,273.267912,980.584395,84.027430,-6.168046,-0.801301,-0.225265,5.366745,1068.281615,176.007496,0.043229,1.113774,6.069523
3.240000,274.103297,980.494072,84.023302,-6.173808,-0.803546,-0.223893,5.370261,1068.884444,176.067679,0.042935,1.113784,6.070873
3.250000,274.938632,980.403670,84.019179,-6.179535,-0.805779,-0.222531,5.373756,1069.483131,176.127468,0.042644,1.113794,6.072211
3.260000,275.773917,980.313189,84.015060,-6.185228,-0.807997,-0.221179,5.377231,1070.077703,176.186866,0.042354,1.113803,6.073538
3.270000,276.609152,980.222629,84.010946,-6.190886,-0.810202,-0.219835,5.380684,1070.668189,176.245875,0.042067,1.113813,6.074855
3.280000,277.444337,980.131992,84.006837,-6.196511,-0.812394,-0.218501,5.384117,1071.254618,176.304496,0.041781,1.113823,6.076162
3.290000,278.279472,980.041278,84.002733,-6.202102,-0.814572,-0.217175,5.387530,1071.837017,176.362732,0.041497,1.113833,6.077458
3.300000,279.114558,979.950486,83.998633,-6.207660,-0.816737,-0.215859,5.390923,1072.415415,176.420585,0.041216,1.113843,6.078743
3.310000,279.949594,979.859618,83.994537,-6.213185,-0.818889,-0.214551,5.394295,1072.989840,176.478057,0.040936,1.113853,6.080018
3.320000,280.784581,979.768675,83.990447,-6.218676,-0.821028,-0.213253,5.397648,1073.560318,176.535151,0.040658,1.113863,6.081284
3.330000,281.619519,979.677656,83.986361,-6.224135,-0.823154,-0.211963,5.400981,1074.126878,176.591869,0.040382,1.113873,6.082539
3.340000,282.454407,979.586562,83.982279,-6.229561,-0.825268,-0.210682,5.404294,1074.689546,176.648212,0.040108,1.113883,6.083784
3.350000,283.289246,979.495394,83.978202,-6.234955,-0.827368,-0.209410,5.407587,1075.248351,176.704183,0.039836,1.113893,6.085019
3.360000,284.124037,979.404152,83.974130,-6.240317,-0.829456,-0.208146,5.410861,1075.803317,176.759784,0.039565,1.113903,6.086245
3.370000,284.958778,979.312836,83.970062,-6.245647,-0.831531,-0.206891,5.414116,1076.354473,176.815017,0.039297,1.113913,6.087461
3.380000,285.793470,979.221448,83.965998,-6.250946,-0.833594,-0.205644,5.417352,1076.901845,176.869884,0.039030,1.113923,6.088667
3.390000,286.628113,979.129987,83.961939,-6.256213,-0.835644,-0.204406,5.420569,1077.445458,176.924388,0.038765,1.113933,6.089864
3.400000,287.462708,979.038453,83.957884,-6.261448,-0.837682,-0.203176,5.423766,1077.985340,176.978530,0.038502,1.113943,6.091052
3.410000,288.297254,978.946849,83.953834,-6.266653,-0.839708,-0.201955,5.426946,1078.521515,177.032312,0.038241,1.113953,6.092230
3.420000,289.131752,978.855173,83.949788,-6.271827,-0.841721,-0.200742,5.430106,1079.054010,177.085737,0.037982,1.113963,6.093399
3.430000,289.966201,978.763426,83.945746,-6.276970,-0.843722,-0.199537,5.433248,1079.582850,177.138806,0.037724,1.113973,6.094559
3.440000,290.800602,978.671609,83.941709,-6.282083,-0.845712,-0.198340,5.436372,1080.108061,177.191522,0.037468,1.113983,6.095710
3.450000,291.634954,978.579722,83.937676,-6.287166,-0.847689,-0.197151,5.439477,1080.629667,177.243886,0.037214,1.113993,6.096852
3.460000,292.469258,978.487766,83.933647,-6.292219,-0.849655,-0.195971,5.442564,1081.147694,177.295901,0.036962,1.114003,6.097985
3.470000,293.303514,978.395741,83.929623,-6.297242,-0.851609,-0.194798,5.445633,1081.662167,177.347569,0.036711,1.114013,6.099109
3.480000,294.137722,978.303647,83.925602,-6.302235,-0.853551,-0.193634,5.448685,1082.173110,177.398892,0.036462,1.114023,6.100225
